"题目id：2510851
",问题:要从战略上调整国民经济布局，对关系国民经济命脉的重要行业和关键领域，国有经济必须占据支配地位，在其他领域，可以通过资产重组的结构调整，提高国有资产的整体质量。这一论断突出体现了（    ）。,,"
选项：['A', '.', '事', '物', '的', '变', '化', '发', '展', '都', '是', '量', '变', '与', '质', '变', '相', '统', '一', '的', '观', '点', '\n', 'B', '.', '矛', '盾', '是', '事', '物', '变', '化', '发', '展', '原', '因', '的', '道', '理', '\n', 'C', '.', '感', '性', '认', '识', '必', '须', '上', '升', '到', '理', '性', '认', '识', '\n', 'D', '.', '两', '点', '论', '与', '重', '点', '论', '相', '统', '一', '的', '方', '法', '论', '\n']","
答案：3","
【解析】本题考查马克思主义哲学。A项错误，质量互变规律揭示了事物发展的状态和过程。任何事物都是质和量的统一体，量变和质变的相互渗透、相互转化是事物发展的基本状态和过程。题干并未体现这一点。B项错误，矛盾是事物发展的根本动力，矛盾的同一性和斗争性相结合推动事物的发展。题干并未体现这一点。C项错误，感性认识是理性认识的基础，理性认识依赖于感性认识，但题干并未涉及。D项正确，“对关系国民经济命脉的重要行业和关键领域，国有经济必须占据支配地位”体现了重点论，“其他领域”体现了两点论，因此突出体现了两点论与重点论相统一的方法论。故正确答案为D。","
来源:2018年山西省选拔未就业高校毕业生到基层从事“三支一扶”工作《综合知识》题（下午场）第2题","
出错率：74.34%","
易错选项：0"
"题目id：2510852
",问题:中央文件《关于加快美丽特色小（城）镇建设的指导意见》指出，特色小（城）镇建设要“坚持因地制宜，挖掘地方特色优势，体现区域差异性，提倡形态多样性，防止照搬照抄、‘东施效颦’、‘一哄而上’。”这一要求体现了（    ）。,,"
选项：['A', '.', '事', '物', '的', '联', '系', '是', '多', '种', '多', '样', '的', '\n', 'B', '.', '矛', '盾', '的', '普', '遍', '性', '寓', '于', '特', '殊', '性', '之', '中', '\n', 'C', '.', '创', '新', '能', '够', '推', '动', '生', '产', '力', '的', '发', '展', '\n', 'D', '.', '经', '济', '基', '础', '决', '定', '上', '层', '建', '筑', '\n']","
答案：1","
【解析】本题考查马克思主义哲学。A项错误，联系是指事物内部各要素之间以及事物之间的相互影响、相互制约和相互作用。联系具有普遍性、客观性、条件性、多样性。题干并未体现出事物的联系是多种多样的。B项正确，特色小（城）镇建设要“坚持因地制宜，挖掘地方特色优势，体现区域差异性”体现了矛盾的特殊性。提倡形态多样性，防止照搬照抄、‘东施效颦’、‘一哄而上’则要求我们运用矛盾分析法分析一切问题，要具体问题具体分析。C项错误，创新能够推动生产力的发展，但题干并未体现。D项错误，经济基础决定上层建筑表述无误，但题干并未体现。故正确答案为B。","
来源:2018年山西省选拔未就业高校毕业生到基层从事“三支一扶”工作《综合知识》题（下午场）第3题","
出错率：59.94%","
易错选项：2"
"题目id：1699856
",问题: “树不修不直，人不教不才”“遇良医得生，遇庸医致死”。这说明（  ）。,,"
选项：['A', '.', '外', '因', '不', '一', '定', '通', '过', '内', '因', '起', '作', '用', '\n', 'B', '.', '外', '因', '是', '事', '物', '变', '化', '的', '根', '据', '\n', 'C', '.', '外', '因', '在', '一', '定', '条', '件', '下', '能', '够', '改', '变', '事', '物', '发', '展', '的', '过', '程', '\n', 'D', '.', '外', '因', '是', '事', '物', '变', '化', '的', '根', '本', '原', '因', '\n']","
答案：2","
【解析】A项错误，唯物辩证法认为，事物变化发展是内外因相结合的结果，内因是事物变化的根据，外因是事物变化的重要条件，外因必须通过内因才能起作用。B项错误，内因是事物变化发展的根据。C项正确，“树不修不直，人不教不才”“遇良医得生，遇庸医致死”分析可知，外因在一定条件下能够通过改变事物发展的过程而最终影响内因推动事物的发展。D项错误，内因是事物变化的根本原因。故正确答案为C。","
来源:2014年3月贵州省遵义市赤水市事业单位考试《公共基础知识》题第24题","
出错率：89.07%","
易错选项：1"
"题目id：1703954
",问题:《韩非子•喻老》篇中有一段话：“知丈之堤，以蝼蚁之穴溃；百尺之室，以突隙之炽焚”。这段话反映的哲理是（  ）。,,"
选项：['A', '.', '主', '要', '矛', '盾', '和', '次', '要', '矛', '盾', '可', '以', '相', '互', '转', '换', '\n', 'B', '.', '矛', '盾', '的', '主', '要', '方', '面', '和', '次', '要', '方', '面', '可', '以', '相', '互', '转', '换', '\n', 'C', '.', '量', '变', '积', '累', '到', '一', '定', '程', '度', '，', '可', '以', '促', '进', '质', '变', '\n', 'D', '.', '质', '变', '表', '现', '为', '突', '变', '，', '与', '量', '变', '没', '有', '必', '然', '联', '系', '\n']","
答案：2","
【解析】“知丈之堤，以蝼蚁之穴溃；百尺之室，以突隙之炽焚”的意思是：千里大堤，可能因为有蝼蚁在打洞而塌掉决堤；百尺高楼，可能因为烟囱的缝隙冒出火星引起火灾而焚毁。这充分反映了量变积累到一定程度，可以促进质变。量变和质变是对立统一关系，主要表现在：①量变和质变是相互区别的。②量变和质变是相互依存的。量变是质变的必要准备；质变是量变的必然结果。③量变和质变的相互转化。④量变和质变的相互渗透，表现为量变过程中有部分质变，质变过程中有量的扩张。故正确答案为C。","
来源:2012年山东省事业单位考试《公共基础知识》题（精选）第2题","
出错率：91.14%","
易错选项：1"
"题目id：2492439
",问题:雪莱有一句脍炙人口的名言：“冬天来了，春天还会远吗？”该名言体现了：（    ）,,"
选项：['A', '.', '普', '遍', '联', '系', '的', '观', '点', '\n', 'B', '.', '质', '量', '互', '变', '规', '律', '\n', 'C', '.', '前', '进', '性', '和', '曲', '折', '性', '相', '统', '一', '的', '观', '点', '\n', 'D', '.', '对', '立', '统', '一', '规', '律', '\n']","
答案：2","
【解析】本题考查马克思主义哲学。事物发展的过程为前进性和曲折性的统一。A项错误，联系具有普遍性，强调任何事物内部的各个部分、要素是相互联系的；任何事物都与周围的其他事物相互联系着；整个世界是一个相互联系的统一整体。题干中并未体现，不符合题干表述。B项错误，量变是质变的必要准备，质变是量变的必然结果，量变引起质变，质变又为新的量变开辟道路，如此循环，不断前进。题干中并未体现，不符合题干表述。C项正确，题干雪莱的名言中，将冬天比为事物发展的曲折性，春天则为事物发展的前进性，“冬天来了，春天还会远吗？”体现事物的发展是前进性和曲折性的统一，符合题干表述。D项错误，对立统一规律即矛盾，要求我们用全面的观点看问题。“冬天”和“春天”不是矛盾双方，不符合题干表述。故正确答案为C。","
来源:2017年9月天津市事业单位《综合知识》题第2题","
出错率：37.78%","
易错选项：0"
"题目id：1703962
",问题:茶叶因生长环境差异而具有不同味道，一些品茶专家根据多年的经验，入口便知茶叶的产区在哪里。这表明(    )。①一事物区别于他事物就在于矛盾的特殊性②世界上的一切事物都具有自觉反映的特点③人的认识是在实践中不断深化和发展的④万事万物的联系形成后便是不可改动的,,"
选项：['A', '.', '①', '④', '\n', 'B', '.', '②', '④', '\n', 'C', '.', '①', '③', '\n', 'D', '.', '③', '④', '\n']","
答案：2","
【解析】茶叶因生长环境差异而具有不同味道，表明了矛盾的特殊性，即事物之间的区别。排除B、D两项。品茶专家对于茶叶的鉴别能力来源于多年的实践，并随实践不断深化而发展，才有了入口便知茶叶的产区在哪里的能力，③项说法正确。排除A项。故正确答案为C。","
来源:2012年山东省事业单位考试《公共基础知识》题（精选）第4题","
出错率：88.95%","
易错选项：3"
"题目id：2111520
",问题:《荀子·王制》指出：春耕、夏耘、秋收、冬藏，四者不失时，故五谷不绝，而百姓有余食也。这启示我们（   ）。,,"
选项：['A', '.', '物', '质', '世', '界', '是', '绝', '对', '运', '动', '和', '相', '对', '静', '止', '的', '统', '一', '\n', 'B', '.', '要', '根', '据', '自', '己', '的', '需', '要', '利', '用', '和', '改', '造', '规', '律', '\n', 'C', '.', '按', '照', '客', '观', '规', '律', '办', '事', '才', '能', '取', '得', '预', '期', '的', '效', '果', '\n', 'D', '.', '发', '挥', '主', '观', '能', '动', '性', '可', '以', '忽', '视', '客', '观', '规', '律', '\n']","
答案：2","
【解析】本题主要考查哲学常识。题干中说春耕、夏耘、秋收、冬藏，四者不失时，故五谷不绝，而百姓有余食也，强调的是自然界的客观规律，我们要按规律办事。A项错误，选项本身观点正确，但题干未体现这一观点。物质是运动的物质，运动是物质的固有属性和存在方式，运动是指宇宙间一切事物、现象的变化和过程。运动是无条件的、永恒的和绝对的；静止是运动的一种特殊状态。静止是有条件的、暂时的和相对的。B项错误，规律是客观的，不以人的意识为转移，我们不能根据自己的需要去改造规律，而只能根据需要去利用规律，改造客观世界。C项正确，题干材料体现的是规律是客观的，不以人的意识为转移，我们必须遵循客观规律，按规律办事，这样才能取得预期的效果。D项错误，规律是客观的，发挥主观能动性必须以尊重客观规律为前提和基础。人可以在认识和把握规律的基础上，根据规律发生作用的条件和形式利用规律，改造客观世界，造福于人类。故正确答案为C。","
来源:2017年9月河北石家庄市直事业单位考试题（公基部分）第15题","
出错率：88.67%","
易错选项：0"
"题目id：1703970
",问题:矛盾是普遍存在的，因此任何两个事物之间都存在着矛盾。（）,,"
选项：['正', '确', '(', ')', ' ', ' ', ' ', ' ', '错', '误', '（', ')']","
答案：1","
【解析】矛盾的普遍性是指事事有矛盾，时时有矛盾。是说每一事物内部都包含着矛盾，而不是任何两个事物之间都存在着矛盾，也不是说每一事物同所有事物之间都存在着矛盾。两个毫不相干的事物未处于统一体中，就构不成矛盾。只有在一定条件下，它们处于一个统一体中，才能构成矛盾关系。故表述错误。","
来源:2014年山东省青岛市事业单位《综合类》题第2题","
出错率：55.59%","
易错选项：0"
"题目id：1708066
",问题:以前，人们认为杂草会抢夺果树营养，就把果园里的杂草拔个精光。这样一来，病虫害增多，农药使用量也随之加大，最后形成恶性循环。现在，一些果园在果树周边保留杂草、灌木，虽然会有害虫，但益虫、小鸟也来了，有了生物多样性，病虫害明显减少，农药就可以少用或不用，水果的口味也变得异常鲜美。这表明（）。,,"
选项：['A', '.', '矛', '盾', '双', '方', '既', '对', '立', '又', '统', '一', '，', '由', '此', '推', '动', '事', '物', '的', '变', '化', '和', '发', '展', '\n', 'B', '.', '联', '系', '具', '有', '多', '样', '性', '，', '要', '把', '握', '事', '物', '存', '在', '和', '发', '展', '的', '各', '种', '条', '件', '\n', 'C', '.', '人', '为', '事', '物', '的', '联', '系', '是', '实', '践', '的', '产', '物', '，', '会', '以', '人', '的', '意', '志', '为', '转', '移', '\n', 'D', '.', '人', '们', '只', '有', '尊', '重', '和', '服', '从', '规', '律', '，', '才', '能', '正', '确', '利', '用', '和', '改', '变', '规', '律', '\n']","
答案：0,1","
【解析】杂草和果园中的果树是一对矛盾，二者之间既会相互争夺资源，但是利用好后又会相互促进，故A项正确。杂草和果园的联系具有多样性，利用好了它们之间的联系，杂草还会促进果树的成长，因此，我们要注意到联系的多样性，把握事物存在和发展的各种条件，故B项正确。C项否认了联系的客观性，D项否认了规律的客观性，C、D两项本身表述有误，不选。故正确答案为AB。","
来源:2013年9月湖南省长沙市事业单位考试第二批《综合知识》题第55题","
出错率：38.88%","
易错选项：3"
"题目id：1714214
",问题:纳什在《大自然的权利》中提出：“人们对自然的了解越多，就越难以接受那种认为宇宙是为人类而存在的观点。与其说人类是自然的主人，不如说他是自然共同体的一个成员。”这说明（  ）。,,"
选项：['A', '.', '人', '与', '自', '然', '应', '当', '遵', '循', '和', '谐', '的', '整', '体', '发', '展', '目', '标', '\n', 'B', '.', '人', '与', '社', '会', '的', '发', '展', '不', '应', '以', '牺', '牲', '环', '境', '为', '代', '价', '\n', 'C', '.', '必', '须', '从', '整', '体', '生', '态', '环', '境', '中', '去', '考', '察', '人', '与', '社', '会', '发', '展', '的', '关', '系', '\n', 'D', '.', '自', '然', '历', '史', '的', '变', '迁', '永', '远', '为', '人', '类', '所', '主', '宰', '\n']","
答案：0,1,2","
【解析】现代社会，人类对自然环境的破坏已经造成了严重生态问题，这已经成为制约社会发展的重要因素，证明了自然环境在社会发展中的作用。纳什的观点坚持人与自然和谐的整体观，要求人类必须树立生态意识，必须把人类与社会的发展放到一个更广泛的系统——生态系统中去考察，而不是人为地将自然环境作为人类社会发展的工具，以牺牲环境为代价获得社会的短暂发展。D项错误，自然历史的变迁有自身规律，人类不能也不应该主宰自然的变迁。故正确答案为ABC。","
来源:2013年10月黑龙江省直事业单位《综合知识》题第67题","
出错率：71.35%","
易错选项：3"
"题目id：2111528
",问题:上海荣华东道一度随意停放的车辆把路面挤的不到两米宽，周边居民出入都成问题，交警对这一交通顽疾一直处于“没法管”状态。交通大整治以来，上海创新机制，多警种联勤联动辅以职业化辅警协助，确保责任落实，交通顽疾在多方合力之下除掉了“病根”。交通顽疾从“没法管”到“除病根”表明（   ）。,,"
选项：['A', '.', '主', '要', '矛', '盾', '决', '定', '着', '事', '物', '变', '化', '发', '展', '的', '进', '程', '\n', 'B', '.', '矛', '盾', '的', '主', '要', '方', '面', '决', '定', '事', '物', '的', '性', '质', '\n', 'C', '.', '内', '部', '矛', '盾', '推', '动', '着', '事', '物', '变', '化', '发', '展', '\n', 'D', '.', '矛', '盾', '两', '方', '面', '在', '一', '定', '条', '件', '下', '可', '以', '相', '互', '转', '化', '\n']","
答案：3","
【解析】本题主要考查哲学常识。题干材料论述了交通顽疾从“没法管”到“除病根”的过程，它体现的是矛盾两方面在一定条件下可以相互转化的哲理。A项错误，本身说法正确，主要矛盾在事物的发展过程中处于支配地位、对事物的发展起决定作用， 但是题干未涉及到主要矛盾的问题。B项错误，本身说法正确，但题干材料未涉及矛盾的主要方面的作用和地位，B项内容也未体现出交通顽疾从“没法管”到“除病根”的变化过程以及变化的原因。C项错误，本身说法正确，但题干强调的是“交通大整治”、“创新机制”、“多警种联勤联动辅以职业化辅警协助”等外部作用，最终“除病根”，而非内部矛盾。D项正确，题干材料中的交通顽疾从“没法管”到“除病根”，体现的是矛盾的两方面在一定条件（创新机制，多警种联勤联动辅以职业化辅警协助，确保责任落实）下相互转化（交通顽疾得到根治）。故正确答案为D。","
来源:2017年9月河北石家庄市直事业单位考试题（公基部分）第18题","
出错率：39.97%","
易错选项：0"
